NAME,MSINI,A,PER,ECC,OM,T0,K,ORBREF,ORBURL,FIRSTREF,FIRSTURL,MASS,MSTAR,I
,mjupiter,au,day,,deg,jd,m/s,,,,,mjupiter,msun,deg
Kepler-50 c,,0.0932375,9.3761368,,,,,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,Batalha 2012,http://arxiv.org/abs/1202.5852,0.0234642,1.23,
Kepler-863 b,,0.120507,15.59461874,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0252452,0.96,
Kepler-1464 b,,0.19765,31.7785901,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0123008,1.02,
HD 164604 b,2.6885,1.30299,606.4,0.24,51,2452674,77,Arriagada 2010,http://adsabs.harvard.edu/abs/2010ApJ...711.1229A,Arriagada 2010,http://adsabs.harvard.edu/abs/2010ApJ...711.1229A,2.6885,0.8,
Kepler-1356 b,,0.0135188,0.63400294,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0124263,0.82,
Kepler-359 b,,0.169831,25.563222,,90,2455208.28439,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0380002,,
TRAPPIST-1 b,,0.0115051,1.51087637,0,90,2457322.51654,,Gillon 2016,http://adsabs.harvard.edu/abs/2016Natur.533..221G,Gillon 2016,http://adsabs.harvard.edu/abs/2016Natur.533..221G,0.0032,0.089,89.56
HATS-24 b,2.45019,0.0254851,1.3484954,0,90,2457038.47327,396,Bento 2017,http://adsabs.harvard.edu/abs/2017MNRAS.468..835B,Bento 2017,http://adsabs.harvard.edu/abs/2017MNRAS.468..835B,2.45451,1.212,86.6
HD 215152 d,0.00881646,0.087995,10.86499,0,90,,0.963,Delisle 2018,http://adsabs.harvard.edu/abs/2018A%26A...614A.133D,Delisle 2018,http://adsabs.harvard.edu/abs/2018A%26A...614A.133D,0.00881646,0.77,
Kepler-1201 b,,0.125745,15.18725932,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0173469,1.15,
HIP 63242 b,,0.563801,124.6,0.23,118.2,2455376.2,,Jones 2013,http://adsabs.harvard.edu/abs/2013A%26A...556A..78J,Jones 2013,http://adsabs.harvard.edu/abs/2013A%26A...556A..78J,,1.54,
Kepler-1594 b,,0.0388448,2.71603809,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.00364938,1.06,
Kepler-642 b,,0.0589428,4.41745855,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0252452,1.4,
Kepler-359 d,,0.354508,77.095691,,90,2455035.67392,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0520795,,
WASP-142 b,0.82467,0.034771,2.052868,0,90,2457007.7779,109,Hellier 2017,http://adsabs.harvard.edu/abs/2017MNRAS.465.3693H,Hellier 2017,http://adsabs.harvard.edu/abs/2017MNRAS.465.3693H,0.836882,1.33,80.2
Kepler-115 b,,0.0351175,2.403679,,90,2454967.72847,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.00396389,,
OGLE-05-071L b,,3.54863,3600,,,,,Dong 2009,http://adsabs.harvard.edu/abs/2009ApJ...695..970D,Udalski 2005,http://adsabs.harvard.edu/abs/2005ApJ...628L.109U,3.8,0.46,
OGLE235-MOA53 b,,,,,,,,Bennett 2006,http://adsabs.harvard.edu/abs/2006ApJ...647L.171B,Bond 2004,http://adsabs.harvard.edu/abs/2004ApJ...606L.155B,2.6,0.63,
HD 37124 c,0.648109,1.70993,885.5,0.125,53,2449534,15.4,Wright 2011,http://adsabs.harvard.edu/abs/2011ApJ...730...93W,Butler 2003,http://adsabs.harvard.edu/abs/2003ApJ...582..455B,0.648109,0.85,
HD 217107 c,2.61546,5.33414,4270,0.517222,198.598,2451106.321,35.7,Wright 2009,http://adsabs.harvard.edu/abs/2009ApJ...693.1084W,Vogt 2005,http://adsabs.harvard.edu/abs/2005ApJ...632..638V,2.61546,1.108,
Kepler-1323 b,,0.0197027,0.92990668,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0124263,1.18,
HD 74156 b,1.77342,0.291535,51.638,0.63,174,2450793.3,108,Meschiari 2011,http://adsabs.harvard.edu/abs/2011ApJ...727..117M,Naef 2004,http://adsabs.harvard.edu/abs/2004A%26A...414..351N,1.77342,1.238,
Kepler-928 b,,0.0439026,3.9324613,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0118667,0.73,
Kepler-180 b,,0.11269,13.817124,,90,2454968.04028,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0117855,,
HD 103774 b,0.368054,0.070273,5.8881,0.09,318,2455675.4,34.3,Lo Curto 2013,http://arxiv.org/abs/1301.2741,Lo Curto 2013,http://arxiv.org/abs/1301.2741,0.368054,1.335,
Kepler-43 b,3.21573,0.0449294,3.024095,0,90,2454965.4159,375,Bonomo 2012,http://adsabs.harvard.edu/abs/2012A%26A...538A..96B,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,3.23143,1.32,84.35
Kepler-76 b,,0.0278077,1.5449298,0,90,2454966.54841,306,Esteves 2015,http://adsabs.harvard.edu/abs/2015ApJ...804..150E,Faigler 2013,http://adsabs.harvard.edu/abs/2013ApJ...771...26F,2.01,1.2,77.55
Kepler-310 b,,0.113307,13.930698,,90,2454967.42673,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.00538981,,
Kepler-222 c,,0.0913762,10.08881,,90,2455006.08263,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0710944,,
Kepler-1154 c,,0.0877495,8.45808312,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0181548,1.26,
Kepler-538 b,,0.363618,81.73780699,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.017125,0.96,
KELT-6 b,0.431127,0.0794132,7.8457,0.22,80,2456269.2,42.8,Collins 2014,http://adsabs.harvard.edu/abs/2014AJ....147...39C,Collins 2014,http://adsabs.harvard.edu/abs/2014AJ....147...39C,0.43122,1.085,88.81
WASP-13 b,0.472376,0.0537034,4.3530135,0,90,2455575.5136,55.5,Chew 2013,http://adsabs.harvard.edu/abs/2013ApJ...768...79G,Skillen 2009,http://adsabs.harvard.edu/abs/2009A%26A...502..391S,0.473883,1.09,85.43
Kepler-683 b,,0.035933,2.53918318,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0145548,0.96,
Kepler-84 c,,0.107552,12.883,,,,,Xie 2013,http://adsabs.harvard.edu/abs/2012arXiv1208.3312X,Xie 2012,http://adsabs.harvard.edu/abs/2012arXiv1208.3312X,0.096,1,
Kepler-918 b,,0.0580906,4.85386933,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0128259,1.11,
Kepler-569 b,,0.202661,34.18890521,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.029815,0.95,
HD 13931 b,1.88123,5.14931,4218,0.02,290,2454494,23.3,Howard 2010,http://adsabs.harvard.edu/abs/2010ApJ...721.1467H,Howard 2010,http://adsabs.harvard.edu/abs/2010ApJ...721.1467H,1.88123,1.022,
Kepler-58 d,,0.229287,40.101371,,90,2454965.71799,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0258466,,
HAT-P-18 b,0.197162,0.0559503,5.508023,0.084,120,2454715.411,27.1,Hartman 2011,http://adsabs.harvard.edu/abs/2011ApJ...726...52H,Hartman 2011,http://adsabs.harvard.edu/abs/2011ApJ...726...52H,0.197205,0.77,88.8
Kepler-672 b,,0.218893,38.3774623,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.01966,0.95,
Kepler-357 b,,0.0679912,6.475434,,90,2454970.57941,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.0135483,,
Kepler-1518 b,,0.0670648,5.11177904,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0277215,1.54,
Kepler-971 b,,0.084658,9.59070716,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.0158698,0.88,
K2-18 c,0.0239033,0.0600137,8.962,0,90,2457264.55,4.63,Cloutier 2017,http://adsabs.harvard.edu/abs/2017A%26A...608A..35C,Cloutier 2017,http://adsabs.harvard.edu/abs/2017A%26A...608A..35C,0.0239033,0.359,
