JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2458923.69589,16.894,0.338,,V,DFS,,000-BMS-488,000-BMS-489,X23870CO,STANDARD MAG: C = 13.374  K = 13.655,0,1.673,Z,19.571,19.774,,V353 VUL,VVS,STD,,,,
2458924.69291,16.754,0.214,,V,DFS,,000-BMS-488,000-BMS-489,X23870CO,STANDARD MAG: C = 13.374  K = 13.655,0,1.676,Z,19.206,19.369,,V353 VUL,VVS,STD,,,,
2458934.66642,17.002,0.501,,V,DFS,,000-BMS-488,000-BMS-489,X23870CO,STANDARD MAG: C = 13.374  K = 13.655,0,1.667,Z,19.872,20.046,,V353 VUL,VVS,STD,,,,
2458936.66360,16.852,0.203,,V,DFS,,000-BMS-488,000-BMS-489,X23870CO,STANDARD MAG: C = 13.374  K = 13.655,0,1.638,Z,19.357,19.543,,V353 VUL,VVS,STD,,,,
2458942.64726,16.969,0.253,,V,DFS,,000-BMS-488,000-BMS-489,X23870CO,STANDARD MAG: C = 13.374  K = 13.655,0,1.638,Z,19.252,19.445,,V353 VUL,VVS,STD,,,,
2458943.64476,17.436,0.602,,V,DFS,,000-BMS-488,000-BMS-489,X23870CO,STANDARD MAG: C = 13.374  K = 13.655,0,1.636,Z,19.148,19.359,,V353 VUL,VVS,STD,,,,
2458946.87273,15.266,0.290,,R,DDJ,,134,127,X25254ADZ,AAVSONET-BSM_NH2,0,1.271,Z,-4.284,-5.257,,V0353 VUL,AAVSO,STD,,,,
2458951.64840,17.418,0.563,,V,DFS,,000-BMS-488,000-BMS-489,X23870CO,STANDARD MAG: C = 13.374  K = 13.655,0,1.417,Z,19.554,19.798,,V353 VUL,VVS,STD,,,,
2458956.86851,16.637,0.315,,V,DDJ,,134,127,X25276AAR,AAVSONET-BSM_NH2,0,1.188,Z,-3.997,-4.767,,V0353 VUL,AAVSO,STD,,,,
2458960.97547,14.119,0.114,,R,DDJ,,134,127,X25292AAL,AAVSONET-BSM_NM2,0,1.077,Z,-6.291,-7.224,,V0353 VUL,AAVSO,STD,,,,
2458967.60468,16.839,0.310,,V,DFS,,000-BMS-488,000-BMS-489,X23870CO,STANDARD MAG: C = 13.374  K = 13.655,0,1.417,Z,19.499,19.678,,V353 VUL,VVS,STD,,,,
2458968.63907,16.794,0.232,,V,DFS,,000-BMS-488,000-BMS-489,X23870CO,STANDARD MAG: C = 13.374  K = 13.655,0,1.218,Z,19.222,19.386,,V353 VUL,VVS,STD,,,,
2458970.63843,16.993,0.315,,V,DFS,,000-BMS-488,000-BMS-489,X23870CO,STANDARD MAG: C = 13.374  K = 13.655,0,1.199,Z,19.686,19.967,,V353 VUL,VVS,STD,,,,
2458971.63819,17.421,0.561,,V,DFS,,000-BMS-488,000-BMS-489,X23870CO,STANDARD MAG: C = 13.374  K = 13.655,0,1.190,Z,19.511,19.729,,V353 VUL,VVS,STD,,,,
2458971.93028,16.501,0.292,,V,DDJ,,127,112,X25340AF,AAVSONET-BSM_NM2,1,1.114,Z,-6.751,-8.312,,V0353 VUL,AAVSO,STD,,,,
2458971.93208,14.108,0.142,,R,DDJ,,127,112,X25340AF,AAVSONET-BSM_NM2,1,1.109,Z,-7.067,-8.290,,V0353 VUL,AAVSO,STD,,,,
2458972.63933,16.866,0.319,,V,DFS,,000-BMS-488,000-BMS-489,X23870CO,STANDARD MAG: C = 13.374  K = 13.655,0,1.176,Z,19.526,19.687,,V353 VUL,VVS,STD,,,,
2458973.64502,17.036,0.491,,V,DFS,,000-BMS-488,000-BMS-489,X23870CO,STANDARD MAG: C = 13.374  K = 13.655,0,1.150,Z,19.231,19.394,,V353 VUL,VVS,STD,,,,
2458975.63927,17.379,0.581,,V,DFS,,000-BMS-488,000-BMS-489,X23870CO,STANDARD MAG: C = 13.374  K = 13.655,0,1.151,Z,19.662,19.944,,V353 VUL,VVS,STD,,,,
2458977.63560,16.919,0.381,,V,DFS,,000-BMS-488,000-BMS-489,X23870CO,STANDARD MAG: C = 13.374  K = 13.655,0,1.145,Z,19.417,19.656,,V353 VUL,VVS,STD,,,,
2458981.86159,17.007,0.553,,V,DDJ,,127,112,X25366GE,AAVSONET-BSM_NM2,1,1.277,Z,-6.532,-8.136,,V0353 VUL,AAVSO,STD,,,,
2458981.86343,13.338,0.097,,R,DDJ,,127,112,X25366GE,AAVSONET-BSM_NM2,1,1.268,Z,-6.903,-8.138,,V0353 VUL,AAVSO,STD,,,,
2458986.63037,16.956,0.235,,V,DFS,,000-BMS-488,000-BMS-489,X23870CO,STANDARD MAG: C = 13.374  K = 13.655,0,1.098,Z,19.366,19.593,,V353 VUL,VVS,STD,,,,
2458986.71361,16.822,0.735,,V,DDJ,,114,112,X25374H,AAVSONET-BSM_ACP->DRI.,1,1.548,Z,-6.744,-6.969,,V0353 VUL,AAVSO,STD,,,,
2458986.71520,13.751,0.177,,R,DDJ,,114,112,X25374H,AAVSONET-BSM_ACP->DRI.,1,1.535,Z,-6.990,-7.114,,V0353 VUL,AAVSO,STD,,,,
2458987.63063,16.708,0.245,,V,DFS,,000-BMS-488,000-BMS-489,X23870CO,STANDARD MAG: C = 13.374  K = 13.655,0,1.092,Z,19.165,19.377,,V353 VUL,VVS,STD,,,,
2458987.96485,17.014,0.887,,V,DDJ,,114,112,X25376AIK,AAVSONET-BSM_TX,1,1.010,Z,-7.941,-8.199,,V0353 VUL,AAVSO,STD,,,,
2458987.96661,13.529,0.159,,R,DDJ,,114,112,X25408DG,AAVSONET-BSM_TX,1,1.011,Z,-8.271,-8.413,,V0353 VUL,AAVSO,STD,,,,
2458987.96661,13.236,0.158,,R,DDJ,,114,112,X25376AIK,AAVSONET-BSM_TX,1,1.011,Z,-8.285,-8.427,,V0353 VUL,AAVSO,STD,,,,
2458988.63036,16.621,0.269,,V,DFS,,000-BMS-488,000-BMS-489,X23870CO,STANDARD MAG: C = 13.374  K = 13.655,0,1.087,Z,19.426,19.611,,V353 VUL,VVS,STD,,,,
2458989.63084,16.940,0.312,,V,DFS,,000-BMS-488,000-BMS-489,X23870CO,STANDARD MAG: C = 13.374  K = 13.655,0,1.081,Z,19.278,19.474,,V353 VUL,VVS,STD,,,,
2458990.63171,16.936,0.291,,V,DFS,,000-BMS-488,000-BMS-489,X23870CO,STANDARD MAG: C = 13.374  K = 13.655,0,1.075,Z,19.290,19.487,,V353 VUL,VVS,STD,,,,
2458991.63052,16.459,0.190,,V,DFS,,000-BMS-488,000-BMS-489,X23870CO,STANDARD MAG: C = 13.374  K = 13.655,0,1.073,Z,19.246,19.457,,V353 VUL,VVS,STD,,,,
2458992.63066,16.730,0.206,,V,DFS,,000-BMS-488,000-BMS-489,X23870CO,STANDARD MAG: C = 13.374  K = 13.655,0,1.069,Z,19.532,19.766,,V353 VUL,VVS,STD,,,,
2458994.63044,17.010,0.353,,V,DFS,,000-BMS-488,000-BMS-489,X23870CO,STANDARD MAG: C = 13.374  K = 13.655,0,1.062,Z,19.927,20.152,,V353 VUL,VVS,STD,,,,
2458994.73654,16.721,0.099,,V,DDJ,,127,112,X25410FK,AAVSONET-BSM_NH2,1,1.293,Z,-6.874,-8.382,,V0353 VUL,AAVSO,STD,,,,
2458994.74039,14.542,0.049,,R,DDJ,,127,112,X25410FK,AAVSONET-BSM_NH2,1,1.276,Z,-7.200,-8.345,,V0353 VUL,AAVSO,STD,,,,
2458994.74047,14.791,0.049,,R,DDJ,,126,112,X25410FK,AAVSONET-BSM_NH2,0,1.276,Z,-6.759,-8.304,,V0353 VUL,AAVSO,STD,,,,
2458996.51985,16.944,0.198,,V,DFS,,000-BMS-488,000-BMS-489,X23870CO,STANDARD MAG: C = 13.374  K = 13.655,0,1.459,Z,19.220,19.401,,V353 VUL,VVS,STD,,,,
2458998.50334,16.661,0.180,,V,DFS,,000-BMS-488,000-BMS-489,X23870CO,STANDARD MAG: C = 13.374  K = 13.655,0,1.550,Z,19.226,19.441,,V353 VUL,VVS,STD,,,,
2458999.50633,16.523,0.140,,V,DFS,,000-BMS-488,000-BMS-489,X23870CO,STANDARD MAG: C = 13.374  K = 13.655,0,1.501,Z,19.179,19.372,,V353 VUL,VVS,STD,,,,
2459001.50839,17.187,0.579,,V,DFS,,000-BMS-488,000-BMS-489,X23870CO,STANDARD MAG: C = 13.374  K = 13.655,0,1.442,Z,19.783,19.999,,V353 VUL,VVS,STD,,,,
2459001.79280,16.413,0.299,,V,DDJ,,127,112,X25434RY,AAVSONET-BSM_HAMREN2,1,1.075,Z,-6.324,-7.941,,V0353 VUL,AAVSO,STD,,,,
2459001.79436,13.577,0.114,,R,DDJ,,127,112,X25434RY,AAVSONET-BSM_HAMREN2,1,1.074,Z,-6.798,-7.954,,V0353 VUL,AAVSO,STD,,,,
2459006.51404,16.849,0.315,,V,DFS,,000-BMS-488,000-BMS-489,X23870CO,STANDARD MAG: C = 13.374  K = 13.655,0,1.319,Z,19.061,19.255,,V353 VUL,VVS,STD,,,,
2459008.51834,16.321,0.146,,V,DFS,,000-BMS-488,000-BMS-489,X23870CO,STANDARD MAG: C = 13.374  K = 13.655,0,1.268,Z,19.008,19.208,,V353 VUL,VVS,STD,,,,
2459011.79370,15.892,0.178,,V,DDJ,,123,112,X25463QG,AAVSONET-BSM_NM,0,1.209,Z,-6.955,-8.056,,V0353 VUL,AAVSO,STD,,,,
2459011.79483,13.671,0.200,,R,DDJ,,123,112,X25463PU,AAVSONET-BSM_NM,0,1.205,Z,-7.293,-8.167,,V0353 VUL,AAVSO,STD,,,,
2459014.95317,15.528,0.179,,V,DDJ,,127,112,X25466RT,AAVSONET-BSM_NM,1,1.086,Z,-6.989,-8.509,,V0353 VUL,AAVSO,STD,,,,
2459014.95500,12.821,0.064,,R,DDJ,,127,112,X25466RT,AAVSONET-BSM_NM,1,1.090,Z,-7.417,-8.518,,V0353 VUL,AAVSO,STD,,,,
2459018.51683,15.942,0.072,,V,DFS,,000-BMS-488,000-BMS-489,X23870CO,STANDARD MAG: C = 13.374  K = 13.655,0,1.166,Z,19.006,19.203,,V353 VUL,VVS,STD,,,,
2459025.51785,15.522,0.053,,V,DFS,,000-BMS-488,000-BMS-489,X23870CO,STANDARD MAG: C = 13.374  K = 13.655,0,1.111,Z,19.176,19.357,,V353 VUL,VVS,STD,,,,
2459027.67646,15.431,0.047,,V,DDJ,,127,112,X25495AYR,AAVSONET-BSM_NH2,1,1.182,Z,-6.729,-8.225,,V0353 VUL,AAVSO,STD,,,,
2459027.68052,13.243,0.026,,R,DDJ,,127,112,X25495AYR,AAVSONET-BSM_NH2,1,1.171,Z,-7.244,-8.371,,V0353 VUL,AAVSO,STD,,,,
2459029.80539,15.302,0.129,,V,DDJ,,126,112,X25501YU,AAVSONET-BSM_NM,1,1.045,Z,-6.678,-8.214,,V0353 VUL,AAVSO,STD,,,,
2459029.80723,12.191,0.062,,R,DDJ,,126,112,X25501YU,AAVSONET-BSM_NM,1,1.043,Z,-6.615,-8.209,,V0353 VUL,AAVSO,STD,,,,
2459030.51846,15.326,0.049,,V,DFS,,000-BMS-488,000-BMS-489,X23870CO,STANDARD MAG: C = 13.374  K = 13.655,0,1.082,Z,19.031,19.228,,V353 VUL,VVS,STD,,,,
2459037.62334,15.040,0.042,,V,DDJ,,127,112,X25509OG,AAVSONET-BSM_NH2B,1,1.274,Z,-6.659,-8.214,,V0353 VUL,AAVSO,STD,,,,
2459037.62743,12.948,0.026,,R,DDJ,,127,112,X25509OG,AAVSONET-BSM_NH2B,1,1.258,Z,-6.994,-8.203,,V0353 VUL,AAVSO,STD,,,,
2459039.85443,13.874,0.062,,V,DDJ,,127,112,X25524IR,AAVSONET-BSM_NH2,1,1.035,Z,-7.372,-8.677,,V0353 VUL,AAVSO,STD,,,,
2459039.85538,12.386,0.055,,R,DDJ,,127,112,X25524IR,AAVSONET-BSM_NH2,1,1.036,Z,-7.036,-8.082,,V0353 VUL,AAVSO,STD,,,,
2459040.52549,15.001,0.137,,V,DFS,,000-BMS-488,000-BMS-489,X23870CO,STANDARD MAG: C = 13.374  K = 13.655,0,1.043,Z,19.103,19.293,,V353 VUL,VVS,STD,,,,
2459043.71656,15.167,0.158,,V,DDJ,,126,112,X25530JH,AAVSOVET-BSM_HAMREN2,1,1.059,Z,-6.559,-8.099,,V0353 VUL,AAVSO,STD,,,,
2459043.71813,11.568,0.059,,R,DDJ,,126,112,X25530JH,AAVSOVET-BSM_HAMREN2,1,1.059,Z,-6.611,-8.141,,V0353 VUL,AAVSO,STD,,,,
