kepid,koi_period,koi_prad,koi_steff
12314973,28.45489091,6.08,6206.0
9517393,219.3215562,6.11,6063.0
10089911,6.96704926,6.14,6303.0
5881688,4.190425659,6.21,6073.0
6152974,20.172024672,6.24,5064.0
7731281,76.377855,6.28,3869.0
4178606,42.3520039,6.3,6864.0
7761545,85.3514875,6.31,5584.0
11773022,85.3162004,6.34,6046.0
10005758,284.063137,6.36,5791.0
11122894,74.92768653,6.39,5618.0
10028792,191.239133,6.47,5597.0
5792202,31.33046135,6.5,5251.0
3937519,3.413036353,6.62,5392.0
10713616,83.5781976,6.63,6056.0
9480535,160.130899,6.67,6092.0
8745553,62.134919,6.71,5889.0
8806123,49.41121127,6.77,5768.0
8039892,5.007316661,6.96,5865.0
5864975,98.7179332,6.99,5808.0
8890783,58.36205791,7.02,5592.0
11673802,5.28790754,7.1,4994.0
8394721,52.09081627,7.14,6198.0
5437945,440.7843755,7.23,6340.0
2987027,17.276296682,7.31,4941.0
5683743,4.147021189,7.31,5818.0
4275191,3.895936525,7.34,5557.0
10723750,18.79591276,7.39,6163.0
12644822,12.611904345,7.4,5795.0
4076098,3.990105908,7.45,5926.0
10386922,296.6375817,7.56,5866.0
6191521,80.8723469,7.59,5510.0
3662838,24.85466504,7.61,6967.0
3218908,4.15246118,7.62,4941.0
11773022,45.15535633,7.65,6046.0
8559644,224.7789355,7.67,5873.0
6504954,130.3543929,7.7,5970.0
11442793,210.6013843,7.7,5970.0
3323887,19.270825843,7.74,5779.0
9471974,190.3200468,7.78,5626.0
11027624,394.6249514,7.79,5910.0
6305192,8.025118521,7.79,6002.0
5436502,23.65369415,7.89,5739.0
7046804,11.720123999,7.94,5215.0
3323887,38.90787517,7.98,5779.0
6786037,127.905412,8.03,5751.0
2853093,161.5278347,8.19,5778.0
9471974,49.18394185,8.2,5626.0
6291653,10.526294577,8.24,5386.0
9643874,8.027681123,8.43,5569.0
7109675,33.60123371,8.46,5149.0
7211141,51.92920654,8.49,5671.0
8156120,38.5833679,8.56,6273.0
9946525,51.84688984,8.73,5227.0
7951018,52.75878505,8.76,6228.0
3749365,1.97376085,8.78,3807.0
3832474,143.2063047,8.9,5485.0
7585481,8.09888906,8.95,6214.0
12735740,282.5253558,8.98,5725.0
5651104,3.04033046,8.99,5035.0
7832356,7.886632468,8.99,5847.0
6849046,4.225384543,9.0,5574.0
4164994,10.50682978,9.01,5127.0
11046458,3.311864148,9.06,5461.0
4150804,160.88451966,9.09,5650.0
4742414,15.458056682,9.11,5868.0
10795103,214.3120439,9.17,6471.0
3239945,1071.232624,9.27,4799.0
8751933,86.64764448,9.4,5522.0
4155328,127.8334997,9.46,6505.0
9141746,6.491682808,9.66,6123.0
3351888,1.625522174,9.73,5539.0
3247268,86.67856052,9.83,5822.0
10264660,6.790120801,9.86,6372.0
6462863,22.342964828,9.99,6181.0
6471021,125.6291479,10.02,5819.0
9410930,1.855557556,10.05,5657.0
5357901,3.797018259,10.07,5167.0
11177707,124.4197175,10.3,5066.0
11518142,240.7990472,10.31,5758.0
10790387,117.93110803,10.36,6392.0
8359498,3.578780566,10.43,5524.0
11773022,130.17802962,10.44,6046.0
7277317,16.33888067,10.47,4877.0
757450,8.884922995,10.51,5332.0
10005758,134.4785189,10.52,5791.0
8544996,4.082274889,10.55,5655.0
8255887,4.708326451,10.6,5560.0
10723750,50.79034648,10.6,6163.0
5794240,2.455240626,10.6,3793.0
11359879,4.942783419,10.62,5514.0
7778437,5.014234733,10.63,6490.0
5972334,15.358767771,10.89,5422.0
11442793,331.5972732,10.89,5970.0
3762468,3.003879547,10.96,6311.0
8672910,39.6431552,10.98,5231.0
11391018,30.360445359,10.99,4939.0
10937029,328.240201,10.99,5234.0
5164255,15.37562369,11.01,4986.0
2581316,217.83184293,11.17,6259.0
8678594,133.460999,11.21,5588.0
7368664,12.874712426,11.26,5963.0
3935914,1.594745374,11.3,5934.0
6522242,41.408316686,11.38,5522.0
11502867,3.217518511,11.38,5720.0
9025971,141.2415405,11.49,5705.0
5358624,3.525632539,11.58,5150.0
6448890,21.4054422,11.64,4838.0
12365184,69.72646639,11.65,6430.0
4760478,287.377314,11.67,5548.0
9115800,4.454194254,11.76,5359.0
7898352,127.2824442,12.04,5733.0
10272640,3.770551475,12.05,6322.0
9818381,3.024092505,12.14,6063.0
3832474,60.32494216,12.19,5485.0
11414511,2.816504904,12.21,5532.0
10028792,114.73658,12.28,5597.0
7303287,125.86540191,12.37,5933.0
9305831,3.246732048,12.4,5763.0
10864656,52.5008645,12.41,4976.0
9631995,7.891448838,12.63,5972.0
9651668,2.684328541,12.73,5561.0
9595827,3.905081685,12.78,5543.0
12019440,3.24325988,12.91,5823.0
3861595,3.849371737,12.94,6244.0
11446443,2.470613377,13.04,5820.0
10874614,3.234699282,13.06,5640.0
5728139,5.334082429,13.08,6332.0
7849854,2.052349884,13.12,5855.0
5812701,17.855221681,13.16,6823.0
7877496,1.72086129,13.25,5742.0
11449844,38.47876629,13.26,5510.0
7950644,10.290994129,13.43,5803.0
4570949,1.544928892,13.43,6309.0
10418224,6.8731664,13.44,6490.0
9166862,3.855603916,13.61,6033.0
6061119,27.807566216,13.84,5862.0
3218908,18.92537246,13.92,4941.0
10904857,3.120828136,14.16,6122.0
6046540,7.340714946,14.31,6056.0
9478990,21.0871953,14.43,6266.0
10619192,1.485710994,14.48,5624.0
6922244,3.522498429,14.59,6225.0
8191672,3.548465446,14.92,6290.0
8219268,6.24667547,14.93,4604.0
11517719,2.495780169,15.75,6039.0
10666592,2.204735417,16.1,6440.0
11017901,7.794302043,16.51,5494.0
5780885,4.885488596,16.66,6036.0
10019708,3.268695042,16.91,5927.0
5621125,14.80075082,17.38,6327.0
11804465,4.437962934,18.05,5953.0
9941662,1.763587535,21.42,9107.0
7515679,5.546083089,22.27,7358.0
5474613,13.6164547,22.29,5823.0
12557548,0.65355361,22.95,4550.0
7529266,8.600153929,26.52,6093.0
6696580,77.086191,29.77,6228.0
8081187,37.3228722,35.34,4907.0
3231341,18.9985279,43.17,5896.0
7532973,2.144632238,59.19,6296.0
11974540,24.669192732,77.76,5313.0
