# INSTRUMENT_ID: 1
# OBS_GROUP_ID: 55
# UNIT_ID: None
# RA: 220.041800051771
# DEC: 42.777619435527
# OBS_DATE: 2021-01-11 00:00:00+00:00
# REDSHIFT: 0.00838532
# REDSHIFT_ERR: None
# REDSHIFT_QUALITY: None
# SPEC_PLOT_FILE: None
# SPEC_DATA_FILE: None
# SPECTRUM_NOTES: None
# REFERENCE: None
# TRANSIENT_ID: 58684
# FOLLOWUP_ID: None
# SPEC_PHASE: None
# RLAP: None
# SNID_PLOT_FILE: None

wavelength,flux,fluxerr
4312.987,1.36014e-01,2.73301e-02
4315.520,1.56552e-01,2.64709e-02
4318.053,1.50825e-01,2.67045e-02
4320.587,1.01828e-01,2.76639e-02
4323.120,1.85471e-01,2.99565e-02
4325.653,1.58482e-01,2.84193e-02
4328.187,1.32216e-01,2.64003e-02
4330.720,1.54842e-01,2.58004e-02
4333.253,1.72341e-01,2.75710e-02
4335.786,1.48054e-01,2.93971e-02
4338.320,1.20258e-01,2.94662e-02
4340.853,1.33217e-01,2.79597e-02
4343.386,1.17907e-01,2.71269e-02
4345.920,1.92519e-01,2.87831e-02
4348.453,1.49989e-01,3.03755e-02
4350.986,1.87052e-01,3.12789e-02
4353.520,8.02601e-02,3.18977e-02
4356.053,1.66170e-01,4.33318e-02
4358.586,1.01467e-01,4.88329e-02
4361.119,2.70336e-01,4.70668e-02
4363.653,2.24035e-01,3.74812e-02
4366.186,2.62870e-01,3.29329e-02
4368.719,1.87341e-01,2.98592e-02
4371.253,1.80322e-01,2.94632e-02
4373.786,3.80838e-01,3.23928e-02
4376.319,5.26714e-01,3.64219e-02
4378.853,5.22761e-01,3.60047e-02
4381.386,3.59985e-01,3.17130e-02
4383.919,1.33675e-01,2.82472e-02
4386.452,2.14337e-01,2.90941e-02
4388.986,2.17819e-01,3.12298e-02
4391.519,2.02498e-01,3.23056e-02
4394.052,1.68532e-01,3.07012e-02
4396.586,2.15655e-01,2.99083e-02
4399.119,1.99835e-01,2.99513e-02
4401.652,1.54076e-01,3.11006e-02
4404.185,1.92323e-01,3.32789e-02
4406.719,1.44382e-01,3.23066e-02
4409.252,1.64255e-01,3.03353e-02
4411.785,1.76179e-01,3.01900e-02
4414.319,2.18880e-01,3.15685e-02
4416.852,1.82853e-01,3.38227e-02
4419.385,1.95149e-01,3.41580e-02
4421.919,2.52734e-01,3.27627e-02
4424.452,2.07620e-01,3.08339e-02
4426.985,1.64104e-01,3.13256e-02
4429.518,1.95853e-01,3.36789e-02
4432.052,1.76265e-01,3.49464e-02
4434.585,1.93793e-01,3.37616e-02
4437.118,1.85399e-01,3.17925e-02
4439.652,1.67622e-01,3.18567e-02
4442.185,1.73212e-01,3.33171e-02
4444.718,1.70861e-01,3.53233e-02
4447.252,2.30177e-01,3.54266e-02
4449.785,2.51398e-01,3.33238e-02
4452.318,1.87888e-01,3.21001e-02
4454.851,1.82437e-01,3.26407e-02
4457.385,2.17375e-01,3.54313e-02
4459.918,2.02100e-01,3.58387e-02
4462.451,2.01072e-01,3.41271e-02
4464.985,2.10583e-01,3.24502e-02
4467.518,1.94315e-01,3.19860e-02
4470.051,1.61863e-01,3.40376e-02
4472.585,2.41931e-01,3.60790e-02
4475.118,1.73463e-01,3.43608e-02
4477.651,2.48628e-01,3.29451e-02
4480.184,2.12599e-01,3.22425e-02
4482.718,1.97910e-01,3.34544e-02
4485.251,1.97243e-01,3.57283e-02
4487.784,2.12570e-01,3.59969e-02
4490.318,2.41013e-01,3.34695e-02
4492.851,2.11441e-01,3.23212e-02
4495.384,3.03354e-01,3.33257e-02
4497.917,2.57653e-01,3.50895e-02
4500.451,1.67764e-01,3.50513e-02
4502.984,2.97926e-01,3.40568e-02
4505.517,1.82263e-01,3.13405e-02
4508.051,2.34494e-01,3.18248e-02
4510.584,2.63262e-01,3.34862e-02
4513.117,2.10222e-01,3.46761e-02
4515.651,2.23090e-01,3.35712e-02
4518.184,2.28655e-01,3.11495e-02
4520.717,1.64329e-01,3.01567e-02
4523.250,2.03857e-01,3.13363e-02
4525.784,1.86651e-01,3.32666e-02
4528.317,2.62138e-01,3.33087e-02
4530.850,2.63250e-01,3.09704e-02
4533.384,2.09041e-01,2.98309e-02
4535.917,1.21810e-01,2.91305e-02
4538.450,1.88692e-01,3.15907e-02
4540.984,1.83485e-01,3.21639e-02
4543.517,1.78171e-01,3.01910e-02
4546.050,1.72535e-01,2.83929e-02
4548.583,1.71566e-01,2.80728e-02
4551.117,2.05981e-01,2.92011e-02
4553.650,2.07523e-01,3.09050e-02
4556.183,2.03777e-01,2.98573e-02
4558.717,2.23906e-01,2.77421e-02
4561.250,1.61310e-01,2.68200e-02
4563.783,2.03977e-01,2.77569e-02
4566.316,1.91896e-01,2.93610e-02
4568.850,1.59992e-01,2.89144e-02
4571.383,2.21425e-01,2.75928e-02
4573.916,2.08133e-01,2.60696e-02
4576.450,1.84167e-01,2.62354e-02
4578.983,1.86222e-01,2.77195e-02
4581.516,1.95354e-01,2.80792e-02
4584.050,1.58300e-01,2.63573e-02
4586.583,1.88956e-01,2.51102e-02
4589.116,2.29043e-01,2.48926e-02
