# INSTRUMENT_ID: 18
# OBS_GROUP_ID: 2
# UNIT_ID: None
# RA: 23.56025
# DEC: -29.4402777777778
# OBS_DATE: 2016-09-21 21:16:20+00:00
# REDSHIFT: 0.0049
# REDSHIFT_ERR: None
# REDSHIFT_QUALITY: None
# SPEC_PLOT_FILE: None
# SPEC_DATA_FILE: None
# SPECTRUM_NOTES: None
# REFERENCE: None
# TRANSIENT_ID: 2275
# FOLLOWUP_ID: None
# SPEC_PHASE: None
# RLAP: None
# SNID_PLOT_FILE: None

wavelength,flux,fluxerr
3849.327,5.68393e-15,-9.90000e+01
3850.261,5.65040e-15,-9.90000e+01
3851.195,5.73707e-15,-9.90000e+01
3852.128,5.77259e-15,-9.90000e+01
3853.062,5.73605e-15,-9.90000e+01
3853.996,5.71557e-15,-9.90000e+01
3854.929,5.61449e-15,-9.90000e+01
3855.863,5.57479e-15,-9.90000e+01
3856.797,5.65618e-15,-9.90000e+01
3857.730,5.61048e-15,-9.90000e+01
3858.664,5.62442e-15,-9.90000e+01
3859.598,5.59867e-15,-9.90000e+01
3860.531,5.59911e-15,-9.90000e+01
3861.465,5.64237e-15,-9.90000e+01
3862.399,5.68858e-15,-9.90000e+01
3863.332,5.69524e-15,-9.90000e+01
3864.266,5.63808e-15,-9.90000e+01
3865.200,5.60256e-15,-9.90000e+01
3866.133,5.55164e-15,-9.90000e+01
3867.067,5.53365e-15,-9.90000e+01
3868.001,5.61061e-15,-9.90000e+01
3868.934,5.65634e-15,-9.90000e+01
3869.868,5.62520e-15,-9.90000e+01
3870.802,5.58631e-15,-9.90000e+01
3871.735,5.54942e-15,-9.90000e+01
3872.669,5.52522e-15,-9.90000e+01
3873.603,5.53911e-15,-9.90000e+01
3874.536,5.56935e-15,-9.90000e+01
3875.470,5.58752e-15,-9.90000e+01
3876.404,5.55616e-15,-9.90000e+01
3877.337,5.53578e-15,-9.90000e+01
3878.271,5.60079e-15,-9.90000e+01
3879.205,5.58233e-15,-9.90000e+01
3880.138,5.57027e-15,-9.90000e+01
3881.072,5.61716e-15,-9.90000e+01
3882.006,5.61518e-15,-9.90000e+01
3882.939,5.58409e-15,-9.90000e+01
3883.873,5.54670e-15,-9.90000e+01
3884.807,5.61160e-15,-9.90000e+01
3885.740,5.56450e-15,-9.90000e+01
3886.674,5.47707e-15,-9.90000e+01
3887.608,5.47212e-15,-9.90000e+01
3888.541,5.46685e-15,-9.90000e+01
3889.475,5.46451e-15,-9.90000e+01
3890.409,5.45364e-15,-9.90000e+01
3891.342,5.43992e-15,-9.90000e+01
3892.276,5.45286e-15,-9.90000e+01
3893.210,5.46218e-15,-9.90000e+01
3894.143,5.52565e-15,-9.90000e+01
3895.077,5.59070e-15,-9.90000e+01
3896.011,5.54999e-15,-9.90000e+01
3896.944,5.48172e-15,-9.90000e+01
3897.878,5.43064e-15,-9.90000e+01
