,Designation,Abs Mag,Slope Param,Epoch,Mean anom (deg),Argument of Perihelion (deg),Longitude of Ascending Node (deg),Inclination to Ecliptic (deg),Eccentricity,Mean daily motion (deg/day),Semimajor Axis (AU),Reference,N observation,N oppositions,Readable Designation,Date of last observation
1430,K19O01M,21.33,0.15,K232P,107.75191,52.64791,346.68599,6.1675,0.5982877,0.37724118,1.8969534,MPO724967,44,2,2019 OM1,2020-03-16
1431,K19O01R,21.06,0.15,K232P,25.25885,297.63933,236.83776,18.28109,0.3800818,1.04848668,0.9596085,MPO733753,445,4,2019 OR1,2022-11-24
1432,K19O02Q,20.24,0.15,K232P,303.9764,256.83623,200.39891,4.10666,0.6030305,0.56569587,1.4479294,MPO660685,88,4,2019 OQ2,2019-10-02
1433,K19O03Y,19.5,0.15,K232P,152.74016,350.87757,297.42351,48.65605,0.472798,0.38928874,1.8576112,MPO733754,119,3,2019 OY3,2022-12-01
1434,K19P01G,20.58,0.15,K232P,335.15288,13.61646,281.61369,20.33632,0.5930302,0.25581874,2.4576186,MPO724968,58,1,2019 PG1,2019-10-31
1435,K19Q00G,21.36,0.15,K232P,80.25412,216.10223,290.21488,12.62861,0.2384401,1.32277616,0.8218864,MPO714576,76,4,2019 QG,2022-09-01
1436,K19Q00T,21.2,0.15,K232P,0.86242,214.99092,236.51104,4.4303,0.8288247,0.29763947,2.2216503,MPO496139,29,1,2019 QT,2019-09-18
1437,K19Q00X,19.74,0.15,K232P,13.74811,119.03465,316.63862,27.14863,0.6289833,0.31138005,2.155802,MPO724968,81,2,2019 QX,2022-07-30
1438,K19Q01Y,20.8,0.15,K232P,158.98026,156.82015,236.05408,27.41292,0.4700927,0.42693679,1.7467349,MPO562938,66,3,2019 QY1,2019-11-18
1439,K19Q02D,21.6,0.15,K232P,173.20411,18.31601,271.69408,11.96505,0.4601853,0.40687693,1.8036849,MPO504267,72,1,2019 QD2,2019-10-21
1440,K19Q06D,21.6,0.15,K232P,252.6213,10.8458,35.81386,14.57456,0.6565069,0.20855992,2.8161048,MPO545133,42,1,2019 QD6,2020-01-27
1441,K19R00C,21.9,0.15,K232P,56.5626,202.24594,175.05441,22.90037,0.5084353,0.33640188,2.0475308,MPO733756,189,3,2019 RC,2022-10-16
1442,K19R00W,22.0,0.15,K232P,21.10567,311.30591,310.24264,4.83069,0.5806326,0.28505758,2.2865515,MPO641079,37,1,2019 RW,2019-10-25
1443,K19R03U,18.06,0.15,K232P,209.14806,110.83271,40.10427,34.24791,0.7761842,0.47437072,1.6282614,MPO687902,160,4,2019 RU3,2021-10-24
1444,K19R03V,19.94,0.15,K232P,346.13418,126.0303,352.23339,6.97275,0.6101597,0.29351096,2.2424348,MPO724969,50,3,2019 RV3,2022-08-26
1445,K19S00H,21.9,0.15,K232P,156.95041,273.03207,179.13968,45.10612,0.4743018,0.73452673,1.2165529,MPO492702,122,1,2019 SH,2019-09-22
1446,K19T00N,22.0,0.15,K232P,272.60433,43.77206,192.86427,16.88299,0.245212,0.71559757,1.2379131,MPO508630,35,2,2019 TN,2019-10-19
1447,K19T01P,21.17,0.15,K232P,0.82088,126.30196,12.04761,25.22094,0.269271,0.66832895,1.2956147,MPO733758,126,3,2019 TP1,2022-11-27
1448,K19U00K,21.6,0.15,K232P,251.30414,318.85212,206.39515,21.70353,0.3841515,1.18842173,0.8827187,MPO545150,30,1,2019 UK,2019-11-18
1449,K19U00O,20.05,0.15,K232P,262.00104,184.96945,277.61276,5.70267,0.6379631,0.22837478,2.6507613,MPO660689,432,1,2019 UO,2020-04-17
1450,K19U04C,21.2,0.15,K232P,289.97192,203.67694,249.62929,8.60362,0.6450883,0.25163984,2.4847524,MPO545150,46,2,2019 UC4,2020-02-29
1451,K19U06T,22.0,0.15,K232P,204.0466,44.12752,85.07523,2.38015,0.5051939,0.49088529,1.5915344,E2021-XD3,92,2,2019 UT6,2021-11-18
1452,K19U09O,19.78,0.15,K232P,38.28209,148.47871,7.55578,5.48593,0.5804771,0.37263439,1.9125557,E2021-Y66,156,3,2019 UO9,2020-06-14
1453,K19U10S,20.7,0.15,K232P,353.98004,304.16027,43.24626,26.94488,0.3855517,0.56294015,1.4526508,MPO624156,52,2,2019 US10,2019-12-31
1454,K19U12N,21.9,0.15,K232P,336.45718,301.42066,222.91506,5.16038,0.844777,0.29278941,2.2461175,E2020-T88,101,1,2019 UN12,2019-11-13
1455,K19U13X,21.3,0.15,K232P,313.5073,155.19379,188.57528,12.48928,0.3272194,0.52642363,1.5190747,MPO545151,91,1,2019 UX13,2020-01-17
1456,K19V02D,21.31,0.15,K232P,87.93621,257.11927,38.77507,33.49803,0.7356351,0.35607649,1.9713959,MPO704326,54,2,2019 VD2,2022-04-25
1457,K19V04L,19.6,0.15,K232P,20.21097,287.91274,260.25176,10.29402,0.8405762,0.33894313,2.0372836,MPO641101,134,3,2019 VL4,2019-12-15
1458,K19V06F,21.15,0.15,K232P,63.54425,89.14295,102.19848,14.90553,0.4394055,0.72255566,1.229953,E2023-BI1,86,2,2019 VF6,2020-09-16
1459,K19V06G,21.23,0.15,K232P,196.98394,219.13561,304.36239,8.60556,0.4137866,0.52933331,1.5135028,E2022-KB6,151,4,2019 VG6,2022-05-26
1460,K19W03F,21.06,0.15,K232P,304.11638,204.1474,296.4703,12.85836,0.5726155,0.27613437,2.3355495,E2021-XH1,111,1,2019 WF3,2020-03-17
1461,K19W04L,21.61,0.15,K232P,254.39478,99.93591,186.25204,4.87072,0.5578038,0.75683446,1.1925286,MPO704327,41,2,2019 WL4,2020-01-14
1462,K19W04W,19.59,0.15,K232P,0.92065,22.72701,330.69282,9.42892,0.553287,0.2957361,2.2311725,E2021-N14,62,3,2019 WW4,2020-01-25
1463,K19W04X,21.0,0.15,K232P,40.60455,74.5427,78.32854,29.45866,0.627077,0.36139568,1.9520042,MPO624161,71,3,2019 WX4,2020-06-15
1464,K19W05D,22.0,0.15,K232P,160.94062,228.13717,312.1673,4.74917,0.5431168,0.47377873,1.6296175,E2021-VO7,78,2,2019 WD5,2021-11-07
1465,K19W05J,21.4,0.15,K232P,358.77745,104.553,207.66497,5.3763,0.7438419,0.28051298,2.3111816,MPO529383,27,1,2019 WJ5,2019-12-16
1466,K19W19Q,20.75,0.15,K232P,319.34635,272.81412,240.2407,29.99144,0.5814329,0.60353438,1.3867602,MPO714589,33,4,2019 WQ19,2022-08-04
1467,K19X01E,19.7,0.15,K232P,50.1188,244.93449,291.97466,30.30309,0.613569,0.36602109,1.9355244,MPO641104,66,3,2019 XE1,2020-08-19
1468,K19X02O,21.09,0.15,K232P,289.46367,342.58496,68.18192,28.53868,0.3554903,0.5441238,1.4859501,MPO704327,62,3,2019 XO2,2022-04-28
1469,K19X02W,19.73,0.15,K232P,52.42055,68.10928,320.38616,6.45606,0.5461067,0.33971903,2.0341804,E2023-BK5,337,3,2019 XW2,2023-01-29
1470,K19X03A,19.0,0.15,K232P,252.34552,0.35982,31.48661,24.09125,0.6292209,0.21435531,2.7651151,E2021-Y47,65,1,2019 XA3,2020-02-18
1471,K19X03K,20.8,0.15,K232P,342.95752,232.4426,88.08997,5.59146,0.7155408,0.26867376,2.378588,MPO624161,36,2,2019 XK3,2019-12-24
1472,K19X03Q,20.67,0.15,K232P,83.42335,52.18506,88.48535,50.9597,0.2601148,0.71676488,1.2365687,E2021-XB3,45,4,2019 XQ3,2019-12-23
1473,K19Y03Z,21.25,0.15,K232P,106.2571,257.61356,275.47165,23.38086,0.596385,0.42453596,1.7533141,E2022-N38,80,4,2019 YZ3,2020-07-18
1474,K19Y06X,21.88,0.15,K232P,179.93014,18.30305,317.90081,1.84365,0.8917028,0.14924576,3.5199355,MPO687920,231,1,2019 YX6,2020-01-05
1475,K20A03D,21.61,0.15,K232P,136.51971,73.81735,268.43834,2.64295,0.5948005,1.0117291,0.9827127,MPO733762,229,4,2020 AD3,2023-01-22
1476,K20A03N,20.53,0.15,K232P,354.65476,167.70226,294.40473,26.2567,0.5505998,0.30947058,2.1646605,MPO724983,175,2,2020 AN3,2022-09-27
1477,K20B00X,22.0,0.15,K232P,220.27348,130.92085,92.47578,20.8728,0.4077657,0.5574942,1.4620957,MPO545159,22,1,2020 BX,2020-01-20
1478,K20B01E,21.56,0.15,K232P,99.41253,111.59001,103.52717,30.08782,0.503493,0.43864819,1.7155043,MPO714592,44,4,2020 BE1,2022-07-21
1479,K20B04J,21.89,0.15,K232P,213.9055,198.2366,11.08442,5.67394,0.6671931,0.206605,2.8338411,MPO624164,51,1,2020 BJ4,2020-07-21
1480,K20B06C,20.78,0.15,K232P,113.41307,98.41245,272.48806,6.2984,0.709702,0.38847732,1.860197,MPO714592,74,3,2020 BC6,2020-02-22
1481,K20B08C,20.0,0.15,K232P,294.42725,252.81095,318.40999,7.36737,0.7488353,0.28007516,2.3135896,MPO562943,59,2,2020 BC8,2020-08-23
1482,K20B10N,20.99,0.15,K232P,54.81276,68.98245,185.76231,20.52591,0.344194,1.10293173,0.9277628,MPO600151,44,2,2020 BN10,2021-01-05
1483,K20B12S,20.11,0.15,K232P,276.33786,90.24055,312.00261,4.62694,0.7457323,0.54188795,1.4900347,MPO641110,94,4,2020 BS12,2020-05-17
1484,K20B12X,20.63,0.15,K232P,161.34621,70.47545,132.88454,40.05604,0.5271376,0.48672023,1.6006011,MPO687922,154,7,2020 BX12,2022-02-05
1485,K20B13P,21.2,0.15,K232P,152.94333,357.13881,209.06324,8.12318,0.3534502,0.50052962,1.5710241,MPO714593,226,4,2020 BP13,2022-07-21
1486,K20B14F,18.78,0.15,K232P,94.71807,83.39883,349.26596,36.13829,0.4750748,0.67739471,1.284029,MPO687923,34,3,2020 BF14,2020-02-23
1487,K20B14W,18.1,0.15,K232P,259.10171,27.98976,21.46757,15.98774,0.6526271,0.22302857,2.6929547,MPO562943,130,2,2020 BW14,2020-04-17
1488,K20B15B,21.86,0.15,K232P,110.4452,177.65468,16.20295,5.3138,0.4146911,0.43779259,1.7177388,MPO624164,36,1,2020 BB15,2020-06-28
1489,K20B15P,22.0,0.15,K232P,291.23653,240.19995,180.10485,4.57589,0.6910683,0.25041163,2.4928705,MPO545165,57,1,2020 BP15,2020-03-05
1490,K20C01L,20.0,0.15,K232P,148.3108,9.71902,325.89364,45.48514,0.3919479,1.5984201,0.7244506,MPO624166,89,2,2020 CL1,2021-04-04
1491,K20C02B,20.2,0.15,K232P,43.74082,50.14001,0.98674,27.13235,0.2806767,1.24510479,0.8557209,E2020-CC8,13,1,2020 CB2,2020-02-08
1492,K20D01Y,21.9,0.15,K232P,257.01235,291.04551,279.41936,1.32014,0.6307634,0.24338435,2.5406272,MPO554968,56,1,2020 DY1,2020-06-29
1493,K20D02P,21.5,0.15,K232P,264.77983,270.91043,150.17415,14.07274,0.7913515,0.23053007,2.6342137,MPO546169,180,1,2020 DP2,2020-03-16
1494,K20D02R,18.8,0.15,K232P,329.38365,252.52986,168.96463,19.73862,0.691029,0.28583719,2.282392,MPO724990,302,4,2020 DR2,2020-04-21
1495,K20D03C,21.9,0.15,K232P,35.80267,20.02685,16.83542,3.62283,0.8353032,0.34605137,2.0092886,E2020-F83,126,1,2020 DC3,2020-03-22
1496,K20D03T,21.2,0.15,K232P,300.0457,27.91226,207.47394,3.27123,0.6081331,0.29223124,2.2489767,MPO600151,324,1,2020 DT3,2020-08-13
1497,K20D04M,21.7,0.15,K232P,28.66619,222.42116,6.89152,4.12003,0.4559712,0.38013587,1.887311,MPO562944,341,1,2020 DM4,2020-08-23
1498,K20D05B,19.3,0.15,K232P,323.94297,188.85973,77.80648,11.70536,0.5172328,0.31712104,2.1297045,E2020-VF7,100,3,2020 DB5,2020-11-07
1499,K20E00N,18.18,0.15,K232P,14.25715,300.24525,113.07525,7.75199,0.5538047,0.3336314,2.0588503,E2022-N38,69,4,2020 EN,2022-07-06
1500,K20F01O,21.2,0.15,K232P,283.07186,262.41652,35.7425,2.87305,0.8180697,0.28187643,2.3037227,E2020-G80,57,1,2020 FO1,2020-04-10
1501,K20F01R,21.2,0.15,K232P,233.96657,255.7958,26.45498,13.12022,0.6143963,0.59109668,1.4061458,E2020-H55,55,1,2020 FR1,2020-03-24
1502,K20F02H,21.1,0.15,K232P,95.37953,51.89937,55.6551,7.99306,0.493173,0.40282898,1.815748,E2020-H95,131,1,2020 FH2,2020-04-21
1503,K20F03R,20.7,0.15,K232P,44.19073,261.63773,174.60723,8.87603,0.6474144,0.35517767,1.9747204,E2020-G80,81,1,2020 FR3,2020-04-10
1504,K20F04W,21.7,0.15,K232P,287.27957,222.61188,50.1964,5.12743,0.6934311,0.28491125,2.2873343,MPO562945,299,1,2020 FW4,2020-04-10
1505,K20F04X,21.8,0.15,K232P,279.51419,357.14787,155.23339,9.8807,0.5936747,0.25702065,2.4499509,MPO546170,124,1,2020 FX4,2020-05-15
1506,K20F05A,21.14,0.15,K232P,14.2151,242.13956,39.40471,6.56545,0.8004937,0.37127867,1.9172087,MPO724991,18,1,2020 FA5,2020-04-14
1507,K20F05O,20.5,0.15,K232P,167.53063,79.4824,227.24335,7.41485,0.8903577,0.16625262,3.2755965,E2020-H03,89,1,2020 FO5,2020-04-16
1508,K20F06M,21.9,0.15,K232P,243.98819,276.13892,30.4724,14.98899,0.4938963,0.61815117,1.3648123,E2020-HD8,148,1,2020 FM6,2020-04-23
1509,K20F06Z,21.3,0.15,K232P,280.22161,32.82017,259.01066,3.24395,0.7442236,0.28003821,2.3137931,E2020-G87,33,1,2020 FZ6,2020-04-08
1510,K20G02A,21.14,0.15,K232P,32.93034,93.01892,22.89808,42.98375,0.4267814,0.67929537,1.2816328,MPO726513,258,3,2020 GA2,2022-11-12
1511,K20H04J,20.14,0.15,K232P,284.2832,233.31215,105.19859,1.22349,0.5764943,0.33097203,2.0698642,MPO600151,64,3,2020 HJ4,2021-01-17
1512,K20H04U,22.0,0.15,K232P,112.19,177.02126,229.56868,0.68853,0.268863,0.65406995,1.3143769,E2020-HD8,36,3,2020 HU4,2020-04-22
1513,K20H06D,19.6,0.15,K232P,227.93615,335.25303,351.41145,8.13808,0.6370883,0.26123724,2.4235166,MPO600151,55,2,2020 HD6,2020-12-06
1514,K20J00U,20.83,0.15,K232P,193.77682,167.07693,259.04267,10.70305,0.0860655,1.08353332,0.9388031,MPO624166,147,1,2020 JU,2020-11-05
1515,K20J00V,21.4,0.15,K232P,310.40726,238.65009,280.10414,3.23871,0.6376591,0.29124832,2.2540338,MPO624166,114,2,2020 JV,2020-06-24
1516,K20J03C,21.59,0.15,K232P,278.27399,241.76857,260.02235,5.18695,0.6723922,0.25476947,2.4643618,MPO624166,43,1,2020 JC3,2020-06-23
1517,K20K02T,21.7,0.15,K232P,239.41816,211.42301,106.24268,8.54994,0.6390878,0.25659869,2.4526359,E2020-VE3,55,2,2020 KT2,2020-11-13
1518,K20K03N,19.6,0.15,K232P,173.68459,152.0221,199.05424,9.33754,0.7174063,0.18493689,3.0510806,MPO600152,63,2,2020 KN3,2020-12-10
1519,K20K03O,20.2,0.15,K232P,3.86802,213.44016,122.40066,11.79302,0.5044258,0.38677146,1.8656626,MPO624166,56,4,2020 KO3,2021-01-03
1520,K20K04R,20.98,0.15,K232P,11.30068,314.71336,80.18396,14.94317,0.9047765,0.39716529,1.8329693,MPO725003,59,1,2020 KR4,2020-06-23
1521,K20K05E,21.9,0.15,K232P,313.87647,22.78584,311.92174,5.34857,0.5730884,0.3420959,2.0247472,MPO600152,28,2,2020 KE5,2021-01-03
1522,K20K05K,21.93,0.15,K232P,256.99292,325.05415,83.2594,15.14822,0.6337465,1.09511699,0.9321713,MPO641130,44,3,2020 KK5,2021-05-08
1523,K20K06G,19.2,0.15,K232P,11.40268,134.94786,264.08737,22.44567,0.8309447,0.82036159,1.1301407,MPO554972,42,1,2020 KG6,2020-07-18
1524,K20L01G,20.2,0.15,K232P,197.66273,208.30808,137.31468,21.05579,0.6535057,0.21211331,2.7845655,MPO600152,63,1,2020 LG1,2021-01-02
1525,K20L01M,21.5,0.15,K232P,275.92124,135.08475,75.26705,17.3274,0.606378,0.26972602,2.3723977,E2020-M82,32,1,2020 LM1,2020-06-22
1526,K20L02G,22.0,0.15,K232P,12.58641,7.77964,273.05725,14.15887,0.4456513,0.38327331,1.8769974,MPO562950,72,1,2020 LG2,2020-09-13
1527,K20M03A,19.0,0.15,K232P,197.26418,302.71193,69.34587,16.54731,0.7019838,0.24770829,2.5109748,MPO600152,22,2,2020 MA3,2021-01-07
1528,K20M03Z,19.9,0.15,K232P,204.69532,250.67047,133.02662,5.24705,0.6566453,0.23080432,2.6321265,MPO600152,155,1,2020 MZ3,2021-01-18
1529,K20N00D,21.7,0.15,K232P,241.94447,214.7079,117.99474,17.41569,0.5884075,0.26298601,2.4127609,MPO600153,168,1,2020 ND,2020-11-20
1530,K20N01K,18.93,0.15,K232P,171.691,107.88208,311.09445,45.44127,0.6471773,0.59945198,1.3930492,MPO714603,126,2,2020 NK1,2020-08-01
1531,K20O01M,20.9,0.15,K232P,106.82697,18.477,158.14328,18.57867,0.2129867,0.75914777,1.1901047,MPO562952,96,1,2020 OM1,2020-09-12
1532,K20O03K,22.0,0.15,K232P,206.12195,126.81419,268.46262,4.59072,0.7966385,0.2312766,2.628542,MPO562952,44,1,2020 OK3,2020-07-26
1533,K20O03N,21.6,0.15,K232P,23.3002,258.04165,127.61315,27.06787,0.5764354,0.44040661,1.7109349,MPO562952,11,1,2020 ON3,2020-07-24
1534,K20O03P,21.04,0.15,K232P,133.25791,147.74691,309.02577,29.53489,0.2702258,0.67314959,1.2894217,MPO624166,32,1,2020 OP3,2021-04-25
1535,K20O06T,20.1,0.15,K232P,26.27754,60.82348,121.94973,22.26856,0.3780993,1.07731549,0.9424119,MPO725005,66,4,2020 OT6,2022-10-18
1536,K20P00P,20.84,0.15,K232P,328.76425,216.78196,308.02128,14.46288,0.0882688,0.946582,1.0272998,MPO725005,191,1,2020 PP,2022-08-21
1537,K20P01B,21.0,0.15,K232P,262.09004,177.42451,231.24783,9.29301,0.5435888,0.30589613,2.1814909,MPO600158,57,1,2020 PB1,2021-01-08
1538,K20P03N,20.9,0.15,K232P,268.33605,233.28842,211.45722,7.25102,0.7907137,0.31752588,2.1278939,MPO555966,27,1,2020 PN3,2020-09-18
1539,K20P03S,21.4,0.15,K232P,273.47677,93.07579,144.04714,18.80445,0.7158862,0.27820411,2.3239513,MPO555967,61,1,2020 PS3,2020-09-15
1540,K20P04M,21.84,0.15,K232P,37.80062,311.26731,329.44484,5.50085,0.4779794,0.41418806,1.7823965,MPO714604,210,1,2020 PM4,2020-10-18
1541,K20P04S,21.7,0.15,K232P,263.273,76.80435,10.25451,6.50048,0.7845697,0.31368202,2.145242,MPO555971,24,1,2020 PS4,2020-09-11
1542,K20P04Y,21.3,0.15,K232P,248.02072,65.26724,142.60111,8.58075,0.8044069,0.24574052,2.5243614,MPO555972,14,1,2020 PY4,2020-08-26
1543,K20Q00D,21.3,0.15,K232P,224.21408,40.77985,38.12757,4.00387,0.7309092,0.26525116,2.3990052,MPO600160,63,1,2020 QD,2020-09-16
1544,K20Q03G,21.44,0.15,K232P,277.54052,229.69578,186.56996,7.42822,0.5657946,0.32605033,2.0906417,MPO600160,70,2,2020 QG3,2021-01-15
1545,K20Q03Z,20.9,0.15,K232P,288.75609,246.72675,192.74381,8.5076,0.5384062,0.36963071,1.9229029,MPO624167,77,2,2020 QZ3,2021-04-09
1546,K20Q04H,19.7,0.15,K232P,147.8696,266.19728,329.97486,55.60838,0.8585335,0.15379635,3.4501557,MPO555998,213,1,2020 QH4,2020-09-09
1547,K20Q05Q,21.3,0.15,K232P,303.11571,86.18272,172.98,8.11016,0.6498061,0.3117518,2.1540878,MPO624167,91,3,2020 QQ5,2020-10-09
1548,K20Q06C,20.4,0.15,K232P,266.4125,249.48474,169.98694,5.97329,0.5988741,0.30863159,2.1685818,MPO624167,33,2,2020 QC6,2021-03-15
1549,K20Q06F,17.8,0.15,K232P,201.47387,145.37112,249.00818,73.62296,0.6519993,0.21907128,2.7252881,MPO624167,72,2,2020 QF6,2021-02-07
1550,K20Q07R,19.14,0.15,K232P,179.56733,339.8932,114.93572,11.77076,0.5941444,0.25023308,2.4940562,MPO600160,31,1,2020 QR7,2021-01-04
1551,K20R00B,19.0,0.15,K232P,153.39729,346.91353,330.10627,59.19762,0.6950766,0.16735142,3.2612427,E2020-VD2,189,1,2020 RB,2020-11-13
1552,K20R00C,22.0,0.15,K232P,84.7304,28.81958,342.55195,29.08594,0.3545404,0.50755343,1.5564967,E2020-V40,275,1,2020 RC,2020-09-24
1553,K20R00G,20.85,0.15,K232P,41.66826,337.661,324.64368,14.11959,0.4100272,0.42159948,1.761446,MPO600164,76,1,2020 RG,2021-01-04
1554,K20R07H,20.14,0.15,K232P,21.4656,128.58237,3.83274,43.85294,0.4397259,0.52694734,1.518068,MPO733794,92,3,2020 RH7,2022-11-11
1555,K20S01L,17.5,0.15,K232P,281.64091,331.86861,275.20123,13.75525,0.6379379,0.24693979,2.5161817,MPO725008,44,4,2020 SL1,2020-11-07
1556,K20S01T,22.0,0.15,K232P,213.28222,180.43541,232.84322,7.96823,0.5774698,0.25656421,2.4528557,MPO641144,732,1,2020 ST1,2021-01-04
1557,K20S02H,22.0,0.15,K232P,277.79683,262.10333,359.41261,44.22654,0.3911012,0.66105939,1.3050958,MPO600170,115,1,2020 SH2,2020-10-13
1558,K20S03E,21.0,0.15,K232P,230.04667,262.77943,326.35208,11.86145,0.8494134,0.24329414,2.5412552,E2020-T53,65,1,2020 SE3,2020-10-08
1559,K20S04P,21.9,0.15,K232P,192.61986,19.2768,314.04899,12.84334,0.6568893,0.20807125,2.8205123,E2020-V01,32,1,2020 SP4,2020-10-14
1560,K20T00F,21.69,0.15,K232P,306.63281,271.36727,221.22624,19.21735,0.3027312,0.86758671,1.0887482,E2022-LA3,131,4,2020 TF,2022-06-05
1561,K20T00T,21.7,0.15,K232P,14.43275,297.60267,310.70482,5.90956,0.7044585,0.3992483,1.8265883,E2020-TD2,33,1,2020 TT,2020-10-13
1562,K20T02X,20.8,0.15,K232P,206.80149,101.41097,12.33599,26.59681,0.7326846,0.26393804,2.4069555,E2020-VF7,59,1,2020 TX2,2020-11-15
1563,K20T05H,21.05,0.15,K232P,66.68655,326.45216,175.78657,4.59487,0.3986219,0.57953116,1.4247922,MPO641145,196,4,2020 TH5,2021-06-13
1564,K20T05U,20.34,0.15,K232P,72.96602,345.08326,42.48396,56.83954,0.3629638,0.49182298,1.5895109,MPO725009,42,3,2020 TU5,2022-10-14
1565,K20U02F,21.8,0.15,K232P,53.67458,34.37561,235.61548,3.07133,0.3055185,0.82093878,1.1296109,MPO600173,53,1,2020 UF2,2020-11-18
1566,K20U04Q,20.3,0.15,K232P,289.79455,356.30624,292.67862,10.4031,0.543081,0.28832938,2.2692209,MPO600173,23,1,2020 UQ4,2020-11-20
1567,K20U06R,20.83,0.15,K232P,327.24456,161.59888,311.4969,8.0991,0.4904492,0.41534662,1.7790805,MPO624173,84,1,2020 UR6,2021-05-01
1568,K20U06W,21.9,0.15,K232P,35.89272,79.27805,204.45029,5.76066,0.7973355,0.4416876,1.7076253,MPO600174,82,1,2020 UW6,2020-11-25
1569,K20V01M,20.8,0.15,K232P,226.23315,330.06187,31.41532,45.23266,0.6007376,0.26127764,2.4232667,MPO600174,91,1,2020 VM1,2020-11-29
1570,K20V05Z,21.08,0.15,K232P,10.23771,44.68789,246.15491,22.63274,0.2929884,1.17583832,0.8890052,MPO600176,104,1,2020 VZ5,2021-01-14
1571,K20W00G,21.73,0.15,K232P,210.99615,348.80824,32.7889,7.61868,0.6003879,0.24799114,2.5090652,E2021-A14,168,1,2020 WG,2021-01-04
1572,K20W01P,20.2,0.15,K232P,333.33022,213.14409,247.4491,38.669,0.4764407,0.41906446,1.7685425,MPO624175,146,2,2020 WP1,2021-03-13
1573,K20W02T,21.08,0.15,K232P,129.49215,224.29384,263.21597,23.02188,0.3060358,0.633376,1.3428525,MPO660722,131,3,2020 WT2,2021-06-30
1574,K20W03B,20.3,0.15,K232P,213.05726,29.0834,5.90481,20.50758,0.6144415,0.25331685,2.4737739,MPO600179,75,1,2020 WB3,2021-02-05
1575,K20W05A,21.78,0.15,K232P,266.27884,167.52923,307.602,5.72132,0.4947465,0.34346056,2.0193804,MPO641149,281,1,2020 WA5,2021-04-16
1576,K20W05D,21.9,0.15,K232P,307.89504,110.57756,76.20583,26.68853,0.8097905,0.39957292,1.8255988,MPO600179,20,1,2020 WD5,2020-12-01
1577,K20W05L,21.4,0.15,K232P,229.92411,334.29127,29.9954,16.85691,0.6158832,0.26651297,2.3914271,MPO600179,47,1,2020 WL5,2020-12-17
1578,K20W05M,20.22,0.15,K232P,175.62987,316.34561,67.05936,15.63025,0.7042915,0.20653733,2.8344601,E2021-B84,186,1,2020 WM5,2021-01-19
1579,K20W05U,18.7,0.15,K232P,266.14104,84.49738,112.85568,41.4755,0.1016997,0.90495206,1.0585686,MPO725009,322,2,2020 WU5,2022-07-27
1580,K20X00P,21.88,0.15,K232P,295.78961,125.52307,254.1978,3.59439,0.4988022,0.34792573,2.0020658,E2021-B55,78,1,2020 XP,2021-01-18
1581,K20X00Q,21.45,0.15,K232P,324.0427,275.9648,56.02942,16.67175,0.6523806,0.36715811,1.9315263,E2021-A04,43,1,2020 XQ,2021-01-02
1582,K20X00R,19.9,0.15,K232P,201.75094,163.061,249.70067,13.95551,0.6122427,0.24968338,2.4977154,E2021-BA4,127,3,2020 XR,2021-01-17
1583,K20X03L,21.27,0.15,K232P,307.46043,50.1998,281.9979,1.56876,0.7945374,0.36017841,1.9563997,E2021-A28,112,1,2020 XL3,2021-01-04
1584,K20X05D,19.79,0.15,K232P,341.45974,115.08249,98.7125,8.5947,0.5435054,0.48102151,1.613218,E2023-C50,222,7,2020 XD5,2023-02-07
1585,K20X06E,19.99,0.15,K232P,244.85538,21.52951,333.94168,9.50831,0.5725341,0.26254837,2.4154414,MPO624176,52,1,2020 XE6,2021-01-12
1586,K20X06U,21.04,0.15,K232P,214.94512,6.53738,164.39397,3.89808,0.5487191,0.29860255,2.2168708,MPO687990,382,1,2020 XU6,2021-06-30
1587,K20X07K,19.5,0.15,K232P,234.73512,26.93941,197.59179,8.07881,0.5590667,0.34533382,2.012071,MPO660723,133,4,2020 XK7,2021-10-04
1588,K20Y01L,20.47,0.15,K232P,310.92619,71.21635,283.31132,48.9216,0.6026313,0.35324476,1.9819175,MPO714606,73,1,2020 YL1,2021-01-18
1589,K20Y03C,20.23,0.15,K232P,206.52942,78.32348,133.02772,15.16096,0.7380588,0.29952368,2.2123234,E2022-M17,92,2,2020 YC3,2021-09-13
1590,K20Y03Q,20.02,0.15,K232P,318.73038,301.59382,93.18591,4.40784,0.585651,0.38248112,1.8795882,MPO725010,249,4,2020 YQ3,2021-03-29
1591,K21A04E,21.8,0.15,K232P,164.41638,172.40083,49.54344,15.77564,0.1623915,0.78923889,1.1596593,MPO624180,35,1,2021 AE4,2021-04-02
1592,K21A06L,20.57,0.15,K232P,217.03914,125.94589,251.86975,17.38861,0.6569406,0.25911644,2.4367225,MPO624180,86,1,2021 AL6,2021-02-07
1593,K21A07V,18.93,0.15,K232P,126.29265,39.58353,153.29769,29.0828,0.7040973,0.18321939,3.0701182,MPO641151,282,2,2021 AV7,2021-08-09
1594,K21A08F,20.22,0.15,K232P,230.90749,168.95765,42.45617,9.7097,0.5167882,0.34423322,2.0163575,MPO641151,381,4,2021 AF8,2021-07-09
1595,K21B00W,20.6,0.15,K232P,202.17138,66.78898,317.69988,27.88143,0.7175168,0.23854093,2.5749024,E2021-B55,21,1,2021 BW,2021-01-18
