Frequency (GHz)      Flux (Jy)
     42.3506352      0.0110822
     42.3508852     -0.0038740
     42.3511352      0.0118429
     42.3513852     -0.0076783
     42.3516352      0.0175421
     42.3518852     -0.0153328
     42.3521352      0.0036734
     42.3523852      0.0102906
     42.3526352     -0.0150143
     42.3528852     -0.0222074
     42.3531352      0.0058391
     42.3533852      0.0042712
     42.3536352      0.0040461
     42.3538852     -0.0241574
     42.3541352     -0.0129059
     42.3543852      0.0026104
     42.3546352      0.0079210
     42.3548852      0.0097008
     42.3551352     -0.0189984
     42.3553852      0.0170071
     42.3556352      0.0123793
     42.3558852      0.0198470
     42.3561352      0.0176783
     42.3563852     -0.0073226
     42.3566352      0.0008876
     42.3568852     -0.0018181
     42.3571352      0.0025874
     42.3573852     -0.0026917
     42.3576352     -0.0044327
     42.3578852      0.0003443
     42.3581352     -0.0315444
     42.3583852     -0.0071214
     42.3586352     -0.0062473
     42.3588852      0.0122762
     42.3591352      0.0091980
     42.3593852      0.0090394
     42.3596352      0.0098799
     42.3598852     -0.0061535
     42.3601352      0.0094250
     42.3603852     -0.0138167
     42.3606352      0.0241031
     42.3608852      0.0035453
     42.3611352      0.0027070
     42.3613852      0.0115700
     42.3616352     -0.0190666
     42.3618852      0.0004762
     42.3621352     -0.0126662
     42.3623852      0.0049014
     42.3626352     -0.0029701
     42.3628852     -0.0141508
     42.3631352     -0.0049214
     42.3633852      0.0016763
     42.3636352     -0.0091616
     42.3638852     -0.0110244
     42.3641352     -0.0212757
     42.3643852     -0.0072911
     42.3646352     -0.0174084
     42.3648852      0.0027148
     42.3651352     -0.0079821
     42.3653852     -0.0045610
     42.3656352     -0.0140327
     42.3658852     -0.0031493
     42.3661352      0.0226738
     42.3663852     -0.0115041
     42.3666352      0.0084575
     42.3668852      0.0169541
     42.3671352      0.0229767
     42.3673852      0.0045489
     42.3676352      0.0047753
     42.3678852     -0.0073047
     42.3681352      0.0050973
     42.3683852      0.0293121
     42.3686352     -0.0076826
     42.3688852     -0.0081792
     42.3691352     -0.0024855
     42.3693852     -0.0124132
     42.3696352     -0.0108083
     42.3698852      0.0003634
     42.3701352     -0.0002549
     42.3703852     -0.0094123
     42.3706352     -0.0055870
     42.3708852      0.0207537
     42.3711352     -0.0205556
     42.3713852     -0.0155746
     42.3716352      0.0020171
     42.3718852     -0.0108109
     42.3721352     -0.0022451
     42.3723852     -0.0014941
     42.3726352     -0.0151175
     42.3728852      0.0039734
     42.3731352      0.0039049
     42.3733852     -0.0173587
     42.3736352      0.0008517
     42.3738852      0.0011700
     42.3741352     -0.0009574
     42.3743852      0.0098919
     42.3746352      0.0172530
     42.3748852     -0.0183467
     42.3751352      0.0196312
     42.3753852     -0.0192357
     42.3756352     -0.0170192
     42.3758852     -0.0090989
     42.3761352     -0.0074027
     42.3763852      0.0136028
     42.3766352     -0.0001851
     42.3768852      0.0343392
     42.3771352     -0.0080353
     42.3773852     -0.0042946
     42.3776352      0.0228650
     42.3778852     -0.0138432
     42.3781352     -0.0053953
     42.3783852      0.0043521
     42.3786352      0.0204245
     42.3788852     -0.0175831
     42.3791352     -0.0085876
     42.3793852     -0.0096361
     42.3796352     -0.0139032
     42.3798852      0.0003065
     42.3801352      0.0019212
     42.3803852      0.0000783
     42.3806352      0.0054232
     42.3808852      0.0071769
     42.3811352      0.0077278
     42.3813852     -0.0090534
     42.3816352      0.0073771
     42.3818852     -0.0160880
     42.3821352     -0.0095610
     42.3823852     -0.0055457
     42.3826352     -0.0117327
     42.3828852     -0.0198180
     42.3831352     -0.0083932
     42.3833852      0.0096059
     42.3836352      0.0025378
     42.3838852     -0.0077851
     42.3841352      0.0065129
     42.3843852     -0.0137729
     42.3846352     -0.0212321
     42.3848852      0.0080545
     42.3851352     -0.0144186
     42.3853852      0.0080858
     42.3856352      0.0052020
     42.3858852     -0.0124215
     42.3861352      0.0185916
     42.3863852     -0.0053722
     42.3866352      0.0002919
     42.3868852      0.0079153
     42.3871352      0.0134251
     42.3873852      0.0047741
     42.3876352     -0.0266360
     42.3878852      0.0031308
     42.3881352     -0.0218337
     42.3883852     -0.0046965
     42.3886352     -0.0072118
     42.3888852     -0.0027099
     42.3891352     -0.0087974
     42.3893852      0.0146750
     42.3896352     -0.0035420
     42.3898852      0.0030406
     42.3901352      0.0005648
     42.3903852      0.0143071
     42.3906352     -0.0025432
     42.3908852     -0.0046520
     42.3911352     -0.0058322
     42.3913852      0.0046495
     42.3916352      0.0016362
     42.3918852     -0.0059905
     42.3921352     -0.0255508
     42.3923852     -0.0114937
     42.3926352      0.0053396
     42.3928852     -0.0138950
     42.3931352      0.0122925
     42.3933852     -0.0112111
     42.3936352     -0.0037370
     42.3938852     -0.0100233
     42.3941352      0.0008090
     42.3943852      0.0016750
     42.3946352      0.0142127
     42.3948852      0.0050209
     42.3951352      0.0072128
     42.3953852     -0.0217552
     42.3956352     -0.0145967
     42.3958852     -0.0080982
     42.3961352      0.0012468
     42.3963852     -0.0237250
     42.3966352     -0.0002939
     42.3968852      0.0199701
     42.3971352     -0.0067298
     42.3973852     -0.0093192
     42.3976352     -0.0020733
     42.3978852      0.0054571
     42.3981352      0.0006955
     42.3983852      0.0003755
     42.4031352     -0.0014118
     42.4033852     -0.0070462
     42.4036352      0.0015643
     42.4038852      0.0131392
     42.4041352     -0.0153201
     42.4043852     -0.0100346
     42.4046352     -0.0063193
     42.4048852      0.0093638
     42.4051352      0.0130007
     42.4053852      0.0089576
     42.4056352      0.0000650
     42.4058852     -0.0121956
     42.4061352     -0.0061004
     42.4063852      0.0024721
     42.4066352      0.0131650
     42.4068852     -0.0167006
     42.4071352     -0.0106955
     42.4073852     -0.0125032
     42.4076352     -0.0170903
     42.4078852     -0.0033993
     42.4081352      0.0086306
     42.4083852     -0.0105916
     42.4086352     -0.0061193
     42.4088852     -0.0172699
     42.4091352     -0.0118591
     42.4093852     -0.0069076
     42.4096352     -0.0118348
     42.4098852     -0.0014035
     42.4101352      0.0168305
     42.4103852      0.0299187
     42.4106352     -0.0100062
     42.4108852      0.0312165
     42.4111352      0.0127031
     42.4113852     -0.0140177
     42.4116352     -0.0014494
     42.4118852      0.0109138
     42.4121352      0.0087841
     42.4123852      0.0048858
     42.4126352     -0.0055575
     42.4128852     -0.0125597
     42.4131352     -0.0118219
     42.4133852     -0.0043948
     42.4136352     -0.0072052
     42.4138852     -0.0049665
     42.4141352     -0.0213653
     42.4143852      0.0059608
     42.4146352      0.0076128
     42.4148852     -0.0065374
     42.4151352     -0.0092981
     42.4153852     -0.0091694
     42.4156352     -0.0166317
     42.4158852     -0.0066808
     42.4161352     -0.0071540
     42.4163852      0.0023750
     42.4166352      0.0232650
     42.4168852     -0.0023147
     42.4171352     -0.0093002
     42.4173852     -0.0042842
     42.4176352      0.0053352
     42.4178852      0.0018629
     42.4181352     -0.0138756
     42.4183852      0.0011827
     42.4186352     -0.0053168
     42.4188852     -0.0008049
     42.4191352     -0.0135588
     42.4193852     -0.0012384
     42.4196352     -0.0068418
     42.4198852      0.0049602
     42.4201352     -0.0161303
     42.4203852      0.0137214
     42.4206352      0.0081879
     42.4208852     -0.0081983
     42.4211352      0.0058375
     42.4213852     -0.0110026
     42.4216352     -0.0047133
     42.4218852      0.0080316
     42.4221352      0.0198617
     42.4223852      0.0073699
     42.4226352      0.0089648
     42.4228852      0.0176252
     42.4231352     -0.0106385
     42.4233852      0.0088921
     42.4236352      0.0006450
     42.4238852     -0.0117826
     42.4241352     -0.0071658
     42.4243852     -0.0089449
     42.4246352      0.0080600
     42.4248852     -0.0024052
     42.4251352      0.0062849
     42.4253852      0.0117603
     42.4256352     -0.0012415
     42.4258852      0.0131976
     42.4261352     -0.0118529
     42.4263852      0.0017178
     42.4266352     -0.0010040
     42.4268852     -0.0070664
     42.4271352      0.0066253
     42.4273852     -0.0146445
     42.4276352      0.0096086
     42.4278852     -0.0058250
     42.4281352     -0.0115353
     42.4283852     -0.0232969
     42.4286352     -0.0114924
     42.4288852     -0.0174559
     42.4291352      0.0004243
     42.4293852      0.0070276
     42.4296352     -0.0029733
     42.4298852     -0.0116715
     42.4301352     -0.0139454
     42.4303852      0.0125535
     42.4306352     -0.0097970
     42.4308852     -0.0001560
     42.4311352      0.0111833
     42.4313852      0.0039342
     42.4316352     -0.0131426
     42.4318852     -0.0067608
     42.4321352     -0.0071624
     42.4323852     -0.0005335
     42.4326352      0.0086094
     42.4328852      0.0050288
     42.4331352      0.0094254
     42.4333852     -0.0137849
     42.4336352      0.0043264
     42.4338852      0.0109848
     42.4341352     -0.0208598
     42.4343852     -0.0180830
     42.4346352      0.0029975
     42.4348852      0.0126437
     42.4351352     -0.0096497
     42.4353852      0.0058051
     42.4356352      0.0078659
     42.4358852      0.0087329
     42.4361352      0.0027702
     42.4363852      0.0074993
     42.4366352     -0.0018748
     42.4368852      0.0091420
     42.4371352     -0.0031892
     42.4373852      0.0054513
     42.4376352     -0.0161668
     42.4378852     -0.0040108
     42.4381352     -0.0195422
     42.4383852     -0.0053996
     42.4386352      0.0117826
     42.4388852     -0.0195274
     42.4391352     -0.0039701
     42.4393852      0.0082973
     42.4396352      0.0076875
     42.4398852     -0.0013454
     42.4401352      0.0040359
     42.4403852     -0.0092190
     42.4406352     -0.0054239
     42.4408852     -0.0120680
     42.4411352      0.0197393
     42.4413852     -0.0071711
     42.4416352      0.0274295
     42.4418852      0.0075123
     42.4421352      0.0102196
     42.4423852     -0.0108567
     42.4426352      0.0121861
     42.4428852      0.0017427
     42.4431352      0.0041943
     42.4433852      0.0127654
     42.4436352     -0.0111528
     42.4438852      0.0128396
     42.4441352     -0.0188569
     42.4443852     -0.0177856
     42.4446352     -0.0111410
     42.4448852      0.0058012
     42.4451352      0.0154520
     42.4453852      0.0061412
     42.4456352      0.0171603
     42.4458852      0.0010918
     42.4461352     -0.0070392
     42.4463852     -0.0183725
     42.4466352     -0.0001081
     42.4468852     -0.0047288
     42.4471352     -0.0050848
     42.4473852      0.0016637
     42.4476352      0.0133775
     42.4478852     -0.0024408
     42.4481352     -0.0140379
     42.4483852     -0.0045382
     42.4486352     -0.0114465
     42.4488852      0.0053193
     42.4491352      0.0042252
     42.4493852     -0.0041791
     42.4496352     -0.0113071
     42.4498852      0.0045550
     42.4501352      0.0110415
     42.4503852     -0.0126202
     42.4506352     -0.0008799
     42.4508852     -0.0008337
     42.4511352      0.0030272
     42.4513852      0.0005495
     42.4516352      0.0137618
     42.4518852      0.0111882
     42.4521352      0.0020246
     42.4523852     -0.0069379
     42.4526352     -0.0178966
     42.4528852     -0.0062118
     42.4531352      0.0051699
     42.4533852      0.0130920
     42.4536352     -0.0208809
     42.4538852      0.0065221
     42.4541352     -0.0101857
     42.4543852      0.0036776
     42.4546352     -0.0095509
     42.4548852      0.0146628
     42.4551352     -0.0051923
     42.4553852      0.0213662
     42.4556352      0.0106011
     42.4558852      0.0073392
     42.4561352      0.0101290
     42.4563852     -0.0046235
     42.4566352      0.0171559
     42.4568852     -0.0183471
     42.4571352      0.0206339
     42.4573852     -0.0038286
     42.4576352     -0.0008929
     42.4578852     -0.0052868
     42.4581352      0.0171403
     42.4583852     -0.0029231
     42.4586352      0.0086151
     42.4588852      0.0187533
     42.4591352     -0.0148255
     42.4593852     -0.0155911
     42.4596352      0.0142943
     42.4598852     -0.0131441
     42.4601352      0.0027370
     42.4603852     -0.0020773
     42.4606352      0.0002317
     42.4608852      0.0073707
     42.4611352      0.0207993
     42.4613852     -0.0032626
     42.4616352     -0.0123826
     42.4618852     -0.0157607
     42.4621352     -0.0008740
     42.4623852      0.0045859
     42.4626352      0.0219837
     42.4628852     -0.0233902
     42.4631352     -0.0218315
     42.4633852      0.0056479
     42.4636352      0.0027635
     42.4638852      0.0114017
     42.4641352     -0.0118716
     42.4643852     -0.0188074
     42.4646352      0.0148737
     42.4648852     -0.0121755
     42.4651352      0.0093871
     42.4653852      0.0008973
     42.4656352      0.0044018
     42.4658852     -0.0162795
     42.4661352     -0.0004256
     42.4663852     -0.0152471
     42.4666352      0.0040363
     42.4668852      0.0167657
     42.4671352      0.0014435
     42.4673852      0.0158470
     42.4676352      0.0026959
     42.4678852      0.0049826
     42.4681352      0.0200779
     42.4683852      0.0118125
     42.4686352     -0.0126398
     42.4688852      0.0015620
     42.4691352      0.0133511
     42.4693852     -0.0110912
     42.4696352     -0.0034504
     42.4698852      0.0033611
     42.4701352      0.0117557
     42.4703852     -0.0108574
     42.4706352      0.0068475
     42.4708852     -0.0167782
     42.4711352     -0.0017495
     42.4713852      0.0000092
     42.4716352      0.0009506
     42.4718852      0.0063268
     42.4721352      0.0134249
     42.4723852     -0.0133420
     42.4726352      0.0176498
     42.4728852     -0.0120064
     42.4731352     -0.0115952
     42.4733852      0.0097964
     42.4736352      0.0159384
     42.4738852      0.0229380
     42.4741352      0.0055750
     42.4743852     -0.0066040
     42.4746352      0.0060975
     42.4748852      0.0101587
     42.4751352      0.0080382
     42.4753852     -0.0141135
     42.4756352      0.0010374
     42.4758852      0.0095214
     42.4761352     -0.0027863
     42.4763852      0.0097265
     42.4766352      0.0001820
     42.4768852      0.0030240
     42.4771352      0.0009531
     42.4773852      0.0239982
     42.4776352     -0.0027361
     42.4778852      0.0123510
     42.4781352     -0.0075410
     42.4783852      0.0053437
     42.4786352     -0.0073275
     42.4788852      0.0088346
     42.4791352      0.0189847
     42.4793852     -0.0179718
     42.4796352     -0.0040075
     42.4798852     -0.0166326
     42.4801352     -0.0016049
     42.4803852      0.0070665
     42.4806352      0.0002370
     42.4808852      0.0084565
     42.4811352      0.0011052
     42.4813852      0.0050685
     42.4816352     -0.0032005
     42.4818852      0.0022852
     42.4821352     -0.0066017
     42.4823852     -0.0044356
     42.4826352      0.0066663
     42.4828852     -0.0015931
     42.4831352      0.0049935
     42.4833852     -0.0113831
     42.4836352     -0.0035042
     42.4838852     -0.0041490
     42.4841352     -0.0000655
     42.4843852      0.0125174
     42.4846352     -0.0102522
     42.4848852      0.0030943
     42.4851352      0.0036428
     42.4853852     -0.0056686
     42.4856352     -0.0059577
     42.4858852     -0.0062676
     42.4861352      0.0023101
     42.4863852      0.0102513
     42.4866352     -0.0041056
     42.4868852      0.0042619
     42.4871352     -0.0139149
     42.4873852      0.0098329
     42.4876352      0.0081049
     42.4878852      0.0330648
     42.4881352      0.0169846
     42.4883852      0.0160741
     42.4886352      0.0082973
     42.4888852      0.0065577
     42.4891352      0.0086161
     42.4893852      0.0202730
     42.4896352     -0.0111931
     42.4898852      0.0048026
     42.4901352      0.0146717
     42.4903852     -0.0273495
     42.4906352      0.0160721
     42.4908852     -0.0063141
     42.4911352     -0.0000698
     42.4913852      0.0135861
     42.4916352     -0.0156359
     42.4918852     -0.0010344
     42.4921352      0.0032579
     42.4923852     -0.0000261
     42.4926352     -0.0100987
     42.4928852     -0.0048520
     42.4931352     -0.0297440
     42.4933852      0.0164615
     42.4936352      0.0016383
     42.4938852      0.0144263
     42.4941352     -0.0054966
     42.4943852      0.0088059
     42.4946352      0.0064478
     42.4948852     -0.0007678
     42.4951352      0.0226939
     42.4953852     -0.0202638
     42.4956352      0.0083778
     42.4958852     -0.0106455
     42.4961352      0.0018299
     42.4963852      0.0156664
     42.4966352     -0.0064806
     42.4968852      0.0040185
     42.4971352     -0.0029798
     42.4973852      0.0043609
     42.4976352     -0.0032231
     42.4978852      0.0071874
     42.4981352     -0.0007064
     42.4983852      0.0008046
     42.4986352     -0.0138591
     42.4988852      0.0007365
     42.4991352      0.0054098
     42.4993852     -0.0065680
     42.4996352     -0.0069220
     42.4998852     -0.0036867
     42.5001352      0.0115897
     42.5003852     -0.0129391
     42.5006352      0.0106785
     42.5008852     -0.0040956
     42.5011352     -0.0033322
     42.5013852     -0.0069590
     42.5016352     -0.0110907
     42.5018852      0.0026309
     42.5021352      0.0236598
     42.5023852     -0.0036190
     42.5026352     -0.0023565
     42.5028852      0.0133942
     42.5031352     -0.0199744
     42.5033852     -0.0035237
     42.5036352     -0.0075148
     42.5038852     -0.0099016
     42.5041352      0.0007392
     42.5043852      0.0021087
     42.5046352      0.0052163
     42.5048852     -0.0032397
     42.5051352     -0.0069740
     42.5053852     -0.0021509
     42.5056352     -0.0015994
     42.5058852     -0.0107421
     42.5061352     -0.0036807
     42.5063852     -0.0163596
     42.5066352      0.0021785
     42.5068852      0.0179048
     42.5071352      0.0056415
     42.5073852     -0.0117033
     42.5076352      0.0042689
     42.5078852      0.0046926
     42.5081352     -0.0039199
     42.5083852      0.0133387
     42.5086352     -0.0187607
     42.5088852     -0.0000868
     42.5091352      0.0151187
     42.5093852     -0.0179152
     42.5096352      0.0031636
     42.5098852      0.0066794
     42.5101352     -0.0078400
     42.5103852     -0.0068091
     42.5106352     -0.0044117
     42.5108852      0.0060952
     42.5111352     -0.0121312
     42.5113852      0.0112295
     42.5116352      0.0002233
     42.5118852      0.0068727
     42.5121352     -0.0098604
     42.5123852      0.0001584
     42.5126352      0.0075100
     42.5128852      0.0102312
     42.5131352      0.0063308
     42.5133852      0.0026677
     42.5136352      0.0076157
     42.5138852     -0.0057646
     42.5141352      0.0374445
     42.5143852      0.0024932
     42.5146352     -0.0175571
     42.5148852      0.0162142
     42.5151352     -0.0060120
     42.5153852      0.0108038
     42.5156352      0.0012218
     42.5158852      0.0063572
     42.5161352     -0.0039722
     42.5163852     -0.0068393
     42.5166352     -0.0060319
     42.5168852      0.0048195
     42.5171352     -0.0005348
     42.5173852     -0.0080498
     42.5176352     -0.0104519
     42.5178852     -0.0053328
     42.5181352      0.0170564
     42.5183852      0.0071827
     42.5186352      0.0193556
     42.5188852      0.0071010
     42.5191352     -0.0065309
     42.5193852     -0.0077984
     42.5196352      0.0226560
     42.5198852     -0.0073334
     42.5201352     -0.0021073
     42.5203852     -0.0028084
     42.5206352      0.0188536
     42.5208852     -0.0026552
     42.5211352     -0.0103515
     42.5213852      0.0096589
     42.5216352     -0.0076222
     42.5218852      0.0234685
     42.5221352     -0.0116916
     42.5223852     -0.0146092
     42.5226352      0.0068341
     42.5228852      0.0005078
     42.5231352      0.0046013
     42.5233852      0.0041386
     42.5236352     -0.0112396
     42.5238852     -0.0159558
     42.5241352     -0.0019930
     42.5243852     -0.0012138
     42.5246352     -0.0072344
     42.5248852      0.0057092
     42.5251352      0.0026026
     42.5253852      0.0038801
     42.5256352      0.0207780
     42.5258852      0.0134481
     42.5261352      0.0043016
     42.5263852      0.0241751
     42.5266352      0.0189541
     42.5268852      0.0096730
     42.5271352     -0.0104427
     42.5273852     -0.0115798
     42.5276352      0.0273926
     42.5278852      0.0077142
     42.5281352      0.0014892
     42.5283852      0.0034341
     42.5286352      0.0029360
     42.5288852     -0.0189540
     42.5291352      0.0107428
     42.5293852     -0.0184814
     42.5296352      0.0123043
     42.5298852     -0.0051629
     42.5301352      0.0089667
     42.5303852      0.0048857
     42.5306352     -0.0123454
     42.5308852      0.0134944
     42.5311352     -0.0091847
     42.5313852      0.0111231
     42.5316352     -0.0034956
     42.5318852     -0.0143099
     42.5321352     -0.0077709
     42.5323852      0.0009099
     42.5326352     -0.0118978
     42.5328852      0.0086242
     42.5331352     -0.0026641
     42.5333852      0.0017906
     42.5336352     -0.0052485
     42.5338852     -0.0127744
     42.5341352      0.0134757
     42.5343852      0.0031172
     42.5346352     -0.0160990
     42.5348852     -0.0061451
     42.5351352      0.0064272
     42.5353852      0.0075075
     42.5356352      0.0177653
     42.5358852      0.0031338
     42.5361352      0.0066062
     42.5363852     -0.0014172
     42.5366352      0.0016180
     42.5368852     -0.0100574
     42.5371352      0.0111801
     42.5373852      0.0121483
     42.5376352      0.0020202
     42.5378852     -0.0019629
     42.5381352     -0.0046678
     42.5383852     -0.0191907
     42.5386352     -0.0103204
     42.5388852      0.0170327
     42.5391352     -0.0090243
     42.5393852      0.0075644
     42.5396352      0.0155140
     42.5398852      0.0134866
     42.5401352      0.0108726
     42.5403852      0.0029691
     42.5406352     -0.0040255
     42.5408852      0.0128141
     42.5411352     -0.0121444
     42.5413852      0.0144485
     42.5416352     -0.0039210
     42.5418852      0.0118065
     42.5421352     -0.0194854
     42.5423852     -0.0064671
     42.5426352     -0.0143774
     42.5428852      0.0061383
     42.5431352      0.0041553
     42.5433852     -0.0113626
     42.5436352      0.0015623
     42.5438852      0.0081960
     42.5441352     -0.0002477
     42.5443852     -0.0092147
     42.5446352      0.0033830
     42.5448852     -0.0056583
     42.5451352     -0.0069176
     42.5453852     -0.0066188
     42.5456352     -0.0145045
     42.5458852      0.0010024
     42.5461352     -0.0018028
     42.5463852     -0.0023221
     42.5466352     -0.0125606
     42.5468852      0.0049170
     42.5471352     -0.0101824
     42.5473852      0.0094336
     42.5476352      0.0315564
     42.5478852     -0.0007124
     42.5481352     -0.0106047
     42.5483852     -0.0082032
     42.5486352      0.0028891
     42.5488852     -0.0039824
     42.5491352      0.0049903
     42.5493852      0.0124405
     42.5496352     -0.0148083
     42.5498852     -0.0038770
     42.5501352     -0.0071319
     42.5503852     -0.0006788
     42.5506352      0.0075510
     42.5508852      0.0001642
     42.5511352      0.0007482
     42.5513852     -0.0114991
     42.5516352     -0.0101475
     42.5518852      0.0153506
     42.5521352      0.0040652
     42.5523852      0.0045299
     42.5526352      0.0110439
     42.5528852     -0.0054703
     42.5531352     -0.0019150
     42.5533852     -0.0119940
     42.5536352     -0.0025658
     42.5538852     -0.0166675
     42.5541352     -0.0040019
     42.5543852     -0.0090667
     42.5546352      0.0119934
     42.5548852     -0.0004273
     42.5551352     -0.0035262
     42.5553852     -0.0007099
     42.5556352     -0.0053343
     42.5558852      0.0119952
     42.5561352      0.0013523
     42.5563852      0.0029162
     42.5566352      0.0066926
     42.5568852     -0.0078156
     42.5571352      0.0009180
     42.5573852      0.0154131
     42.5576352      0.0093076
     42.5578852     -0.0108056
     42.5581352     -0.0005274
     42.5583852      0.0130172
     42.5586352     -0.0093330
     42.5588852      0.0122813
     42.5591352      0.0057064
     42.5593852      0.0049888
     42.5596352     -0.0062806
     42.5598852      0.0060546
     42.5601352      0.0083985
     42.5603852     -0.0010883
     42.5606352      0.0015896
     42.5608852      0.0098533
     42.5611352      0.0008583
     42.5613852     -0.0027603
     42.5616352      0.0052053
     42.5618852     -0.0065105
     42.5621352     -0.0051911
     42.5623852      0.0126690
     42.5626352     -0.0025401
     42.5628852      0.0178142
     42.5631352     -0.0057634
     42.5633852      0.0143898
     42.5636352     -0.0043542
     42.5638852      0.0113208
     42.5641352      0.0010106
     42.5643852     -0.0152312
     42.5646352      0.0017240
     42.5648852      0.0059918
     42.5651352      0.0046309
     42.5653852     -0.0033528
     42.5656352     -0.0146441
     42.5658852     -0.0286569
     42.5661352     -0.0036574
     42.5663852     -0.0282613
     42.5666352     -0.0019750
     42.5668852     -0.0131578
     42.5671352     -0.0033329
     42.5673852      0.0085129
